FrameNumber;Time(ms);xAngle(°);yAngle(°);zAngle(°)
367;4209;2;353;260;
368;4219;2;353;260;
369;4229;2;353;259;
370;4242;2;353;259;
371;4251;2;353;258;
372;4262;2;353;258;
373;4275;2;353;258;
374;4285;2;353;258;
375;4296;2;353;257;
376;4309;2;353;257;
377;4318;2;353;257;
378;4329;2;353;257;
379;4342;2;353;257;
380;4353;2;354;257;
381;4363;1;354;257;
382;4376;1;354;257;
383;4385;1;354;257;
384;4396;1;354;256;
385;4410;1;354;256;
386;4418;1;354;256;
387;4430;1;355;255;
388;4443;1;355;255;
389;4452;1;355;255;
390;4463;1;355;254;
391;4476;1;355;253;
392;4485;1;355;253;
393;4497;1;355;252;
394;4510;1;354;252;
395;4520;1;354;251;
396;4530;1;354;250;
397;4544;1;354;250;
398;4553;1;354;249;
399;4564;1;354;249;
400;4577;1;354;248;
401;4586;1;354;247;
402;4597;1;354;247;
403;4611;1;353;246;
404;4623;1;353;246;
405;4631;1;353;245;
406;4646;1;354;245;
407;4655;1;354;245;
408;4666;1;354;244;
409;4680;1;354;244;
410;4689;1;354;243;
411;4700;1;354;243;
412;4713;1;353;243;
413;4722;1;353;242;
414;4734;0;353;242;
415;4747;0;353;241;
416;4756;0;353;241;
417;4767;0;353;241;
418;4781;0;354;241;
419;4793;0;353;240;
420;4800;0;354;240;
421;4816;0;354;240;
422;4824;359;354;239;
423;4834;359;354;239;
424;4849;0;354;239;
425;4857;0;354;238;
426;4868;0;354;238;
427;4882;0;354;238;
428;4893;0;354;237;
429;4902;0;354;237;
430;4915;1;354;236;
431;4924;1;354;236;
432;4935;1;355;235;
433;4949;1;355;235;
434;4958;2;355;235;
435;4969;2;355;234;
436;4982;2;355;234;
437;4991;2;355;234;
438;5002;2;355;234;
439;5017;3;355;233;
440;5026;3;355;233;
441;5036;3;355;232;
442;5049;3;355;232;
443;5058;3;355;232;
444;5069;3;355;231;
445;5083;2;355;230;
446;5091;2;355;230;
447;5103;2;354;229;
448;5116;2;354;228;
449;5126;2;354;227;
450;5137;3;354;227;
451;5149;3;354;226;
452;5159;4;355;226;
453;5170;3;354;225;
454;5183;3;354;224;
455;5197;3;354;224;
456;5204;3;354;223;
457;5218;3;354;222;
458;5226;3;354;222;
459;5237;4;354;221;
460;5250;4;354;221;
461;5259;4;354;221;
462;5271;4;354;220;
463;5283;4;354;220;
464;5295;4;354;220;
465;5304;4;354;219;
466;5318;4;354;219;
467;5326;4;354;219;
468;5338;4;354;219;
469;5350;4;354;218;
470;5363;4;354;218;
471;5371;4;355;218;
